Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
0.0,128.181995,37.923556,7000.114219200001,0.0,-0.003,90.0
0.0167,128.182052,37.923556,7000.1117808,0.0,-0.012,90.0
0.0334,128.182109,37.923556,7000.108123200001,0.047,-0.013,90.007
0.0501,128.182166,37.923556,7000.103246400001,0.141,0.007,90.02
0.0668,128.182223,37.923556,7000.0965408,0.279,0.062,90.039
0.0834,128.18228,37.923556,7000.088616,0.459,0.164,90.059
0.1002,128.182337,37.923556,7000.0803864,0.677,0.324,90.08
0.1169,128.182394,37.923556,7000.0724616,0.929,0.55,90.103
0.1336,128.182451,37.923556,7000.065756000001,1.212,0.85,90.126
0.1503,128.182508,37.923556,7000.0602696000005,1.523,1.224,90.151
0.1669,128.182565,37.923556,7000.0563071999995,1.857,1.66,90.178
0.1837,128.182622,37.923556,7000.055088000001,2.213,2.146,90.208
0.2004,128.182679,37.923556,7000.056612,2.589,2.668,90.242
0.2171,128.182736,37.923556,7000.0614888,2.985,3.209,90.279
0.2338,128.182793,37.923556,7000.070328000001,3.398,3.751,90.319
0.2505,128.18285,37.923556,7000.0831296,3.83,4.279,90.362
0.2672,128.182907,37.923556,7000.100808,4.279,4.775,90.407
0.2839,128.182964,37.923556,7000.1233632,4.746,5.237,90.454
0.3006,128.183021,37.923556,7000.151404800001,5.232,5.667,90.502
0.3172,128.183079,37.923556,7000.185237600001,5.738,6.067,90.552
0.3339,128.183136,37.923556,7000.2248616,6.263,6.44,90.604
0.3507,128.183193,37.923556,7000.271496,6.809,6.788,90.658
0.3674,128.18325,37.923556,7000.3242264,7.378,7.113,90.715
0.3841,128.183307,37.923556,7000.3839672,7.968,7.417,90.772
0.4008,128.183364,37.923555,7000.4507184,8.582,7.702,90.832
0.4175,128.183421,37.923555,7000.52448,9.221,7.969,90.894
0.4342,128.183479,37.923555,7000.605556800001,9.885,8.22,90.958
0.4509,128.183536,37.923555,7000.6942536,10.575,8.456,91.025
0.4676,128.183593,37.923555,7000.789960800001,11.293,8.678,91.093
0.4843,128.18365,37.923555,7000.893288000001,12.039,8.889,91.164
0.501,128.183707,37.923555,7001.0042352,12.815,9.088,91.237
0.5176,128.183764,37.923555,7001.1228024,13.621,9.276,91.313
0.5344,128.183822,37.923554,7001.2486848,14.46,9.455,91.391
0.5511,128.183879,37.923554,7001.382187200001,15.332,9.624,91.472
0.5678,128.183936,37.923554,7001.5233096,16.238,9.786,91.555
0.5845,128.183993,37.923554,7001.671747200001,17.181,9.94,91.642
0.6012,128.18405,37.923553,7001.8278048,18.16,10.086,91.731
0.6179,128.184107,37.923553,7001.991177600001,19.178,10.226,91.823
0.6345,128.184164,37.923553,7002.161560800001,20.236,10.359,91.919
0.6513,128.184222,37.923552,7002.339564000001,21.335,10.487,92.018
0.6679,128.184279,37.923552,7002.5245776,22.476,10.608,92.12
0.6847,128.184336,37.923551,7002.716601600001,23.661,10.724,92.225
0.7014,128.184393,37.923551,7002.9153312,24.892,10.835,92.335
0.7181,128.18445,37.92355,7003.1210712,26.17,10.941,92.448
0.7348,128.184507,37.92355,7003.333212,27.495,11.041,92.566
0.7514,128.184564,37.923549,7003.5520584000005,28.871,11.136,92.688
0.7682,128.184621,37.923549,7003.777000800001,30.297,11.226,92.814
0.7848,128.184679,37.923548,7004.0080392,31.777,11.311,92.944
0.8016,128.184736,37.923547,7004.245478400001,33.309,11.392,93.079
0.8183,128.184793,37.923547,7004.488404000001,34.893,11.466,93.219
0.835,128.18485,37.923546,7004.7374256,36.529,11.536,93.363
