Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
0.0,128.181881,37.927966,7000.1797512,0.0,-0.003,179.999
0.0167,128.181881,37.927921,7000.1611584,0.0,-0.012,180.0
0.0334,128.181881,37.927876,7000.1416512000005,0.0,-0.025,180.0
0.0501,128.181881,37.927831,7000.1215344,0.0,-0.04,180.0
0.0668,128.181881,37.927786,7000.1005032,0.0,-0.057,180.0
0.0834,128.181881,37.927741,7000.0782528,0.0,-0.075,180.0
0.1002,128.181881,37.927696,7000.055392800001,0.0,-0.094,180.0
0.1169,128.181881,37.927651,7000.0316184,0.0,-0.112,180.0
0.1336,128.181881,37.927606,7000.0069296,0.001,-0.131,180.0
0.1503,128.181881,37.927562,6999.9810216000005,0.001,-0.149,180.0
0.1669,128.181881,37.927517,6999.954504,0.001,-0.167,180.0
0.1837,128.181881,37.927472,6999.927072,0.002,-0.185,180.0
0.2004,128.181881,37.927427,6999.8984208,0.002,-0.203,180.0
0.2171,128.181881,37.927382,6999.8688552,0.003,-0.22,180.0
0.2338,128.181881,37.927337,6999.83868,0.003,-0.237,180.0
0.2505,128.181881,37.927292,6999.8069808,0.004,-0.254,180.0
0.2672,128.181881,37.927247,6999.7746720000005,0.004,-0.271,180.0
0.2839,128.181881,37.927202,6999.7414488,0.005,-0.287,180.0
0.3006,128.181881,37.927158,6999.707006400001,0.005,-0.304,180.0
0.3172,128.181881,37.927113,6999.6716496,0.006,-0.32,180.0
0.3339,128.181881,37.927068,6999.6350736,0.007,-0.335,180.0
0.3507,128.181881,37.927023,6999.5975832,0.008,-0.351,180.0
0.3674,128.181881,37.926978,6999.559178400001,0.009,-0.366,180.0
0.3841,128.181881,37.926933,6999.519859200001,0.01,-0.381,180.0
0.4008,128.181881,37.926888,6999.4793208,0.011,-0.396,180.0
0.4175,128.181881,37.926844,6999.437868,0.012,-0.411,180.001
0.4342,128.181881,37.926799,6999.395196,0.014,-0.426,180.001
0.4509,128.181881,37.926754,6999.3516096,0.015,-0.441,180.001
0.4676,128.181881,37.926709,6999.306804,0.017,-0.455,180.001
0.4843,128.181881,37.926664,6999.261084000001,0.019,-0.469,180.001
0.501,128.181881,37.92662,6999.2144496,0.02,-0.484,180.001
