Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
0.0,128.181881,37.968463,7002.830292000001,0.0,-0.003,179.999
0.0167,128.181881,37.968418,7002.8116992000005,0.0,-0.012,180.0
0.0334,128.181881,37.968374,7002.792496800001,0.0,-0.026,180.0
0.0501,128.181881,37.968329,7002.7720752,0.0,-0.042,180.0
0.0668,128.181881,37.968284,7002.751044,0.0,-0.06,180.0
0.0834,128.181881,37.968239,7002.7287936,0.0,-0.08,180.0
0.1002,128.181881,37.968194,7002.705933600001,0.0,-0.099,180.0
0.1169,128.181881,37.968149,7002.682159200001,0.0,-0.119,180.0
0.1336,128.181881,37.968104,7002.657470400001,0.0,-0.137,180.0
0.1503,128.181881,37.968059,7002.6315624,0.0,-0.153,180.0
0.1669,128.181881,37.968014,7002.6050448000005,0.0,-0.168,180.0
0.1837,128.181881,37.967969,7002.5776128,0.0,-0.18,180.0
0.2004,128.181881,37.967924,7002.5492664,0.0,-0.191,180.0
0.2171,128.181881,37.967879,7002.5200056,0.0,-0.2,180.0
0.2338,128.181881,37.967834,7002.4901352,0.0,-0.207,180.0
0.2505,128.181881,37.967788,7002.4590456000005,0.0,-0.212,180.0
0.2672,128.181881,37.967743,7002.427041600001,0.0,-0.216,180.0
0.2839,128.181881,37.967698,7002.3944280000005,0.0,-0.219,180.0
0.3006,128.181881,37.967653,7002.360900000001,0.0,-0.222,180.0
0.3172,128.181881,37.967608,7002.3264576,0.0,-0.223,180.0
0.3339,128.181881,37.967563,7002.2911008,0.0,-0.224,180.0
0.3507,128.181881,37.967518,7002.2551344,0.0,-0.225,180.0
0.3674,128.181881,37.967473,7002.2182536,0.0,-0.225,180.0
0.3841,128.181881,37.967428,7002.1804584,0.0,-0.226,180.0
0.4008,128.181881,37.967383,7002.1420536000005,0.001,-0.226,180.0
0.4175,128.181881,37.967337,7002.1027343999995,0.001,-0.227,180.0
0.4342,128.181881,37.967292,7002.0628056000005,0.001,-0.227,180.0
0.4509,128.181881,37.967247,7002.0219624,0.001,-0.228,180.0
0.4676,128.181881,37.967202,7001.980509600001,0.001,-0.229,180.0
0.4843,128.181881,37.967157,7001.938447200001,0.001,-0.23,180.0
0.501,128.181881,37.967111,7001.895470400001,0.001,-0.232,180.0
0.5176,128.181881,37.967066,7001.851579200001,0.002,-0.233,180.0
0.5344,128.181881,37.967021,7001.807383200001,0.002,-0.235,180.0
0.5511,128.181881,37.966976,7001.762272800001,0.002,-0.237,180.0
0.5678,128.181881,37.966931,7001.7165528,0.002,-0.239,180.0
0.5845,128.181881,37.966885,7001.669918400001,0.002,-0.241,180.0
0.6012,128.181881,37.96684,7001.6229792,0.002,-0.243,180.0
0.6179,128.181881,37.966795,7001.5751256,0.003,-0.245,180.0
0.6345,128.181881,37.96675,7001.5266624,0.003,-0.247,180.0
0.6513,128.181881,37.966704,7001.4775896,0.003,-0.249,180.0
0.6679,128.181881,37.966659,7001.4276024,0.003,-0.25,180.0
0.6847,128.181881,37.966614,7001.377310400001,0.003,-0.252,180.0
0.7014,128.181881,37.966568,7001.3264088000005,0.004,-0.254,180.0
0.7181,128.181881,37.966523,7001.2745928,0.004,-0.256,180.0
0.7348,128.181881,37.966478,7001.222472,0.004,-0.258,180.0
0.7514,128.181881,37.966432,7001.169741600001,0.004,-0.26,180.0
0.7682,128.181881,37.966387,7001.1160968,0.004,-0.261,180.0
0.7848,128.181881,37.966342,7001.062147200001,0.005,-0.263,180.001
0.8016,128.181881,37.966296,7001.007588,0.005,-0.265,180.001
0.8183,128.181881,37.966251,7000.952419200001,0.005,-0.267,180.001
0.835,128.181881,37.966206,7000.896640800001,0.005,-0.268,180.001
0.8517,128.181881,37.96616,7000.8402528,0.006,-0.27,180.001
0.8684,128.181881,37.966115,7000.783560000001,0.006,-0.271,180.001
0.8851,128.181881,37.966069,7000.7259527999995,0.006,-0.273,180.001
0.9018,128.181881,37.966024,7000.6680408,0.007,-0.274,180.001
0.9185,128.181881,37.965979,7000.6095192,0.007,-0.276,180.001
0.9352,128.181881,37.965933,7000.550388000001,0.007,-0.277,180.001
0.9519,128.181881,37.965888,7000.490952000001,0.007,-0.279,180.001
0.9686,128.181881,37.965842,7000.430906400001,0.008,-0.28,180.001
0.9853,128.181881,37.965797,7000.370251200001,0.008,-0.282,180.001
1.002,128.181881,37.965751,7000.3092912,0.008,-0.283,180.001
1.0187,128.181881,37.965706,7000.2477216,0.009,-0.285,180.001
1.0353,128.181881,37.96566,7000.1855424000005,0.009,-0.286,180.001
1.0521,128.181881,37.965615,7000.1230584,0.009,-0.287,180.001
1.0688,128.181881,37.965569,7000.059964800001,0.009,-0.289,180.001
1.0855,128.181881,37.965524,6999.9965664,0.01,-0.29,180.001
1.1022,128.181881,37.965478,6999.9325584,0.01,-0.291,180.001
1.1189,128.181881,37.965433,6999.868245600001,0.01,-0.292,180.001
1.1356,128.181881,37.965387,6999.803323200001,0.011,-0.294,180.001
1.1522,128.181881,37.965342,6999.738096,0.011,-0.295,180.001
1.169,128.181881,37.965296,6999.672259200001,0.011,-0.296,180.001
1.1857,128.181881,37.96525,6999.6061176,0.012,-0.297,180.001
1.2024,128.181881,37.965205,6999.5396712,0.012,-0.298,180.001
1.2191,128.181881,37.965159,6999.4726152,0.012,-0.299,180.001
1.2358,128.181881,37.965114,6999.404949600001,0.013,-0.301,180.001
1.2525,128.181881,37.965068,6999.337284000001,0.013,-0.302,180.001
1.2691,128.181881,37.965022,6999.2690088,0.013,-0.303,180.001
1.2859,128.181881,37.964977,6999.200124000001,0.014,-0.304,180.001
1.3026,128.181881,37.964931,6999.1312392,0.014,-0.305,180.001
1.3193,128.181881,37.964885,6999.0617448,0.015,-0.306,180.001
1.3359,128.181881,37.96484,6998.991945600001,0.015,-0.307,180.001
1.3527,128.18188,37.964794,6998.9215368000005,0.015,-0.308,180.001
1.3694,128.18188,37.964748,6998.8508232,0.016,-0.309,180.001
1.386,128.18188,37.964703,6998.7801096,0.016,-0.31,180.001
1.4028,128.18188,37.964657,6998.7087864000005,0.017,-0.311,180.001
1.4195,128.18188,37.964611,6998.6368536,0.017,-0.312,180.001
1.4362,128.18188,37.964566,6998.5649207999995,0.018,-0.313,180.001
1.4528,128.18188,37.96452,6998.4923784,0.018,-0.314,180.001
1.4696,128.18188,37.964474,6998.419836,0.018,-0.315,180.001
1.4863,128.18188,37.964428,6998.346684000001,0.019,-0.316,180.001
1.5029,128.18188,37.964383,6998.2732272,0.019,-0.316,180.001
1.5197,128.18188,37.964337,6998.199465600001,0.02,-0.317,180.001
1.5364,128.18188,37.964291,6998.1253992,0.02,-0.318,180.001
1.5531,128.18188,37.964245,6998.050723200001,0.021,-0.319,180.001
1.5697,128.18188,37.9642,6997.976047200001,0.021,-0.32,180.001
1.5865,128.18188,37.964154,6997.9010664,0.022,-0.321,180.001
1.6032,128.18188,37.964108,6997.8257808,0.022,-0.321,180.001
1.6198,128.18188,37.964062,6997.7501904,0.023,-0.322,180.001
1.6366,128.18188,37.964016,6997.673990400001,0.023,-0.323,180.001
1.6533,128.18188,37.96397,6997.5977904,0.024,-0.324,180.001
1.67,128.18188,37.963925,6997.5212856,0.024,-0.324,180.001
1.6867,128.18188,37.963879,6997.444476,0.025,-0.325,180.001
1.7034,128.18188,37.963833,6997.3673616,0.025,-0.326,180.001
1.7201,128.18188,37.963787,6997.289942400001,0.026,-0.326,180.001
1.7368,128.18188,37.963741,6997.2122184,0.026,-0.327,180.001
1.7535,128.18188,37.963695,6997.1341896,0.027,-0.328,180.001
1.7702,128.18188,37.963649,6997.056160800001,0.027,-0.328,180.001
1.7869,128.18188,37.963603,6996.9775224,0.028,-0.329,180.001
1.8036,128.18188,37.963557,6996.898884000001,0.028,-0.33,180.001
1.8203,128.18188,37.963511,6996.8199408,0.029,-0.33,180.001
1.837,128.18188,37.963465,6996.740692800001,0.03,-0.331,180.001
1.8537,128.18188,37.96342,6996.66114,0.03,-0.332,180.001
1.8704,128.18188,37.963374,6996.5812824,0.031,-0.332,180.001
1.8871,128.18188,37.963328,6996.501424800001,0.031,-0.333,180.001
1.9038,128.18188,37.963282,6996.4212624,0.032,-0.333,180.001
1.9205,128.18188,37.963236,6996.340795200001,0.032,-0.334,180.001
1.9372,128.18188,37.96319,6996.2600232,0.033,-0.334,180.002
1.9539,128.18188,37.963144,6996.179251200001,0.034,-0.335,180.002
1.9706,128.18188,37.963098,6996.098174400001,0.034,-0.335,180.002
1.9873,128.18188,37.963051,6996.016792800001,0.035,-0.336,180.002
2.004,128.18188,37.963005,6995.935106400001,0.035,-0.336,180.002
2.0207,128.18188,37.962959,6995.85342,0.036,-0.337,180.002
2.0374,128.18188,37.962913,6995.771428800001,0.037,-0.337,180.002
2.0541,128.18188,37.962867,6995.689437600001,0.037,-0.338,180.002
2.0707,128.18188,37.962821,6995.606836800001,0.038,-0.338,180.002
2.0875,128.18188,37.962775,6995.5245408,0.039,-0.338,180.002
2.1042,128.18188,37.962729,6995.4416352,0.039,-0.339,180.002
2.1208,128.18188,37.962683,6995.3587296,0.04,-0.339,180.002
2.1376,128.18188,37.962637,6995.2755192,0.04,-0.34,180.002
2.1543,128.18188,37.962591,6995.1923088,0.041,-0.34,180.002
2.171,128.18188,37.962544,6995.1087936,0.042,-0.34,180.002
2.1877,128.18188,37.962498,6995.0249736000005,0.042,-0.341,180.002
2.2044,128.18188,37.962452,6994.9411536,0.043,-0.341,180.001
2.2211,128.18188,37.962406,6994.857333600001,0.043,-0.341,180.001
2.2378,128.18188,37.96236,6994.772904,0.044,-0.342,180.001
2.2544,128.18188,37.962313,6994.688779200001,0.045,-0.342,180.002
2.2712,128.18188,37.962267,6994.6040448,0.045,-0.342,180.002
2.2879,128.18188,37.962221,6994.519615200001,0.046,-0.343,180.002
2.3045,128.18188,37.962175,6994.434576,0.046,-0.343,180.002
2.3213,128.18188,37.962129,6994.3495368,0.047,-0.343,180.002
2.338,128.18188,37.962082,6994.264497600001,0.048,-0.343,180.002
2.3546,128.18188,37.962036,6994.1791536,0.049,-0.343,180.002
2.3714,128.18188,37.96199,6994.093809600001,0.049,-0.344,180.002
2.3881,128.18188,37.961944,6994.008160800001,0.05,-0.344,180.002
2.4048,128.18188,37.961897,6993.922512,0.051,-0.344,180.002
2.4215,128.18188,37.961851,6993.8365584,0.051,-0.344,180.002
2.4382,128.18188,37.961805,6993.7506048000005,0.052,-0.344,180.002
2.4549,128.18188,37.961758,6993.664651200001,0.053,-0.345,180.002
2.4716,128.18188,37.961712,6993.578392800001,0.053,-0.345,180.002
2.4882,128.18188,37.961666,6993.4921343999995,0.054,-0.345,180.002
2.505,128.18188,37.961619,6993.4055712,0.055,-0.345,180.002
2.5217,128.18188,37.961573,6993.319008,0.056,-0.345,180.002
2.5383,128.18188,37.961527,6993.23214,0.056,-0.345,180.002
2.5551,128.18188,37.96148,6993.145272,0.057,-0.345,180.002
2.5718,128.18188,37.961434,6993.058404,0.058,-0.345,180.002
2.5884,128.18188,37.961387,6992.9712312,0.059,-0.346,180.002
2.6052,128.18188,37.961341,6992.8840584,0.059,-0.346,180.002
2.6219,128.18188,37.961295,6992.7968856,0.06,-0.346,180.002
2.6386,128.18188,37.961248,6992.7097128000005,0.061,-0.346,180.002
2.6553,128.18188,37.961202,6992.6222352,0.062,-0.346,180.002
